"","site","tree","lat","year","Date","DD","Growth","Survival","Live"
"1",1,1,40.380634855362,1970,115.495642474093,160.570255566867,61.3685163821441,0.999623811854345,1
"2",1,2,40.380634855362,1970,118.495874894502,158.989573782381,43.7718167945881,0.843352091139426,1
"3",1,3,40.380634855362,1970,115.883561746865,159.926245183341,44.7466276906848,0.944110953492995,1
"4",1,4,40.380634855362,1970,110.988927945993,161.128223137385,48.2000351837531,0.956852453289676,1
"5",1,5,40.380634855362,1970,120.994572604503,157.377813319144,50.0223704540189,0.975958409522662,1
"6",1,1,40.380634855362,1972,114.231499687728,160.612041238997,56.2961455025445,0.998339767170275,1
"7",1,2,40.380634855362,1972,119.777250439822,158.133001496524,48.7103797930809,0.958676275248198,1
"8",1,3,40.380634855362,1972,116.121545558987,158.912240567136,44.1553879002379,0.928343272103751,1
"9",1,4,40.380634855362,1972,111.420709805584,159.96219327945,53.4329084389129,0.990836772293312,1
"10",1,5,40.380634855362,1972,120.5927601761,157.572597180238,54.9271010371985,0.994707185025178,1
"11",1,1,40.380634855362,1974,115.06155942658,162.925184728503,53.4764499761583,0.996275168760284,1
"12",1,2,40.380634855362,1974,116.745438946583,159.346357188962,43.651630345482,0.819913063379533,1
"13",1,3,40.380634855362,1974,113.161764909555,163.19535157543,47.3726806959066,0.971091526330311,1
"14",1,4,40.380634855362,1974,110.295478022639,163.322890275771,49.9654572463682,0.974645255472699,1
"15",1,5,40.380634855362,1974,120.463689872413,159.192982024193,54.0325695709182,0.992545517482317,1
"16",1,1,40.380634855362,1976,114.557547806695,162.106016091928,60.3156984997575,0.999478419742976,1
"17",1,2,40.380634855362,1976,118.458322166009,161.135136604552,48.545091740415,0.953610528371112,1
"18",1,3,40.380634855362,1976,112.805621784785,164.67815508447,39.9087137753439,0.798260507450077,1
"19",1,4,40.380634855362,1976,112.085629750717,160.885953362691,53.9063797383263,0.99022940415267,1
"20",1,5,40.380634855362,1976,119.364254758753,160.423804419411,51.8996465423139,0.98653634252323,1
"21",1,1,40.380634855362,1978,114.185611968986,162.937655627203,57.5918219841186,0.998843646876422,1
"22",1,2,40.380634855362,1978,116.598193840896,162.952829087078,42.4926360062442,0.756961793866804,0
"23",1,3,40.380634855362,1978,115.099365854986,164.680944411144,45.409719535392,0.949203690501454,1
"24",1,4,40.380634855362,1978,113.209683474353,161.923142972671,49.3337424188561,0.968748854696063,1
"25",1,5,40.380634855362,1978,118.055827762639,161.532193426018,56.1604238722306,0.995964232163606,1
"26",1,1,40.380634855362,1980,113.641961887686,164.982511374379,54.529849627256,0.997734663909044,1
"27",1,2,40.380634855362,1980,NA,NA,NA,0.727964992531297,0
"28",1,3,40.380634855362,1980,114.178421147321,163.551196288193,38.9659706669761,0.716582641598577,1
"29",1,4,40.380634855362,1980,109.599439681591,164.465808295714,49.7007072054453,0.972248990160753,1
"30",1,5,40.380634855362,1980,116.627895062339,164.759736121574,53.4204373491952,0.993305655619985,0
"31",1,1,40.380634855362,1982,114.922238699927,163.848954128874,56.6231467613816,0.998425392373358,1
"32",1,2,40.380634855362,1982,NA,NA,NA,0.858276799153598,0
"33",1,3,40.380634855362,1982,113.155852928883,162.776701267023,39.673501957943,0.801735382799203,1
"34",1,4,40.380634855362,1982,108.527485962018,165.250846403291,48.8272838395233,0.966058188955618,1
"35",1,5,40.380634855362,1982,NA,NA,NA,0.983863154853625,0
"36",1,1,40.380634855362,1984,114.328075964829,164.778221372196,57.9585196023444,0.999110055031547,1
"37",1,2,40.380634855362,1984,NA,NA,NA,0.941442619587672,0
"38",1,3,40.380634855362,1984,110.758254699995,166.435364843859,37.9650896437786,0.7237084815398,1
"39",1,4,40.380634855362,1984,111.598029404581,163.499160150651,52.2650632654275,0.986715897768607,1
"40",1,5,40.380634855362,1984,NA,NA,NA,0.99294909289676,0
"41",1,1,40.380634855362,1986,110.77437310468,169.372349705911,54.8843957651688,0.997118756410026,1
"42",1,2,40.380634855362,1986,NA,NA,NA,0.72430464884553,0
"43",1,3,40.380634855362,1986,113.865527446512,164.660475957858,41.8354740593444,0.860703435913572,1
"44",1,4,40.380634855362,1986,108.779692463347,168.035500131038,54.4797241796281,0.993368496572603,1
"45",1,5,40.380634855362,1986,NA,NA,NA,0.996979366621745,0
"46",1,1,40.380634855362,1988,112.373441260722,166.910430659978,54.2684773825753,0.997009519512628,1
"47",1,2,40.380634855362,1988,NA,NA,NA,0.766947300229618,0
"48",1,3,40.380634855362,1988,112.688322238468,169.623999920494,39.8340563570763,0.775490898584114,1
"49",1,4,40.380634855362,1988,109.684178858015,165.180970578028,46.2820961398338,0.918771601723688,1
"50",1,5,40.380634855362,1988,NA,NA,NA,0.991230591449347,0
"51",1,1,40.380634855362,1990,110.329678686147,172.249281543557,51.5031058644138,0.993525041678427,1
"52",1,2,40.380634855362,1990,NA,NA,NA,0.877858021096521,0
"53",1,3,40.380634855362,1990,109.158999368803,168.957904862946,36.879807162519,0.622982181251181,1
"54",1,4,40.380634855362,1990,107.75179021054,168.644734918085,50.1417484301776,0.972544726554436,1
"55",1,5,40.380634855362,1990,NA,NA,NA,0.990367451790729,0
"56",1,1,40.380634855362,1992,111.491176085726,169.710940973811,55.8682684143064,0.99839749688328,1
"57",1,2,40.380634855362,1992,NA,NA,NA,0.60473629514151,0
"58",1,3,40.380634855362,1992,110.437693136402,169.499576617872,36.6094238778819,0.607537722944921,0
"59",1,4,40.380634855362,1992,109.295855635284,167.221540005085,47.9350909986941,0.938410482195152,1
"60",1,5,40.380634855362,1992,NA,NA,NA,0.977557955739415,0
"61",1,1,40.380634855362,1994,111.573565940076,169.486168345422,60.0940390226642,0.99945568303836,1
"62",1,2,40.380634855362,1994,NA,NA,NA,0.778085782866114,0
"63",1,3,40.380634855362,1994,NA,NA,NA,0.756027617739531,0
"64",1,4,40.380634855362,1994,106.422940822529,171.107228497588,49.5585991470038,0.964914187279238,1
"65",1,5,40.380634855362,1994,NA,NA,NA,0.974820212855567,0
"66",1,1,40.380634855362,1996,109.892238307941,171.391719933441,50.977678559823,0.99186471710727,1
"67",1,2,40.380634855362,1996,NA,NA,NA,0.782624528472896,0
"68",1,3,40.380634855362,1996,NA,NA,NA,0.85451228667422,0
"69",1,4,40.380634855362,1996,105.508321989957,171.611283974373,48.413821381261,0.957930021505511,1
"70",1,5,40.380634855362,1996,NA,NA,NA,0.990908606360461,0
"71",1,1,40.380634855362,1998,108.725205130043,172.137562013721,50.4228389135382,0.990510893881208,1
"72",1,2,40.380634855362,1998,NA,NA,NA,0.730929746178127,0
"73",1,3,40.380634855362,1998,NA,NA,NA,0.633723971010205,0
"74",1,4,40.380634855362,1998,105.483520710446,172.69396321823,49.3162600902011,0.963468417175783,1
"75",1,5,40.380634855362,1998,NA,NA,NA,0.995720895196283,0
"76",1,1,40.380634855362,2000,108.17996202781,174.930496795967,54.5773717179358,0.99740489179262,1
"77",1,2,40.380634855362,2000,NA,NA,NA,0.808649394309584,0
"78",1,3,40.380634855362,2000,NA,NA,NA,0.984859683701781,0
"79",1,4,40.380634855362,2000,106.967474286379,171.493921716724,44.3977971019249,0.856742860036702,1
"80",1,5,40.380634855362,2000,NA,NA,NA,0.985689537434045,0
"81",1,1,40.380634855362,2002,109.266964537438,174.310829958235,50.3256764828835,0.990303364612939,1
"82",1,2,40.380634855362,2002,NA,NA,NA,0.697997560326758,0
"83",1,3,40.380634855362,2002,NA,NA,NA,0.766003122694322,0
"84",1,4,40.380634855362,2002,104.363237849205,174.160120046829,52.3720595465693,0.987047830712673,1
"85",1,5,40.380634855362,2002,NA,NA,NA,0.997475070015514,0
"86",1,1,40.380634855362,2004,107.400281005814,174.863854847257,50.6957179674908,0.991327756781863,1
"87",1,2,40.380634855362,2004,NA,NA,NA,0.870400797947459,0
"88",1,3,40.380634855362,2004,NA,NA,NA,0.911636048930157,0
"89",1,4,40.380634855362,2004,106.950634058284,171.874892107302,46.6879431972297,0.924696517350413,1
"90",1,5,40.380634855362,2004,NA,NA,NA,0.993756243971026,0
"91",1,1,40.380634855362,2006,105.592120905665,179.380607318136,55.1059583688176,0.997907409808667,1
"92",1,2,40.380634855362,2006,NA,NA,NA,0.721012601993901,0
"93",1,3,40.380634855362,2006,NA,NA,NA,0.725150357023063,0
"94",1,4,40.380634855362,2006,103.325828540996,177.680176753543,42.0206257029287,0.77583365022602,1
"95",1,5,40.380634855362,2006,NA,NA,NA,0.961524493330177,0
"96",2,6,50.7466770718555,1970,132.807836885826,147.090056625269,47.501949962758,0.904410533658237,1
"97",2,7,50.7466770718555,1970,126.469229340528,144.050031538909,53.1301367215051,0.990248515542808,1
"98",2,8,50.7466770718555,1970,129.539181609234,149.554970639918,38.6330386695642,0.876771165251344,1
"99",2,9,50.7466770718555,1970,136.750466251873,147.045993360538,54.826659038541,0.998673547460168,1
"100",2,10,50.7466770718555,1970,136.22165622306,150.099681985212,52.6069837374274,0.999635299843637,1
"101",2,6,50.7466770718555,1972,133.97634566875,148.386265397785,44.904391856655,0.778747579403322,1
"102",2,7,50.7466770718555,1972,125.066278176733,147.458699220004,52.5561293450111,0.989139533581311,1
"103",2,8,50.7466770718555,1972,129.680999505634,151.766321357242,39.2547824522895,0.88533281251318,1
"104",2,9,50.7466770718555,1972,137.739374029324,145.368989307232,50.5808329240309,0.994918963061454,1
"105",2,10,50.7466770718555,1972,138.241289393389,149.51624944956,55.4347994775035,0.99983236636455,1
