"site","winter_temp","winter_upwelling","winter_phytoplankton","algal_cover","ostracod_abund"
"a",4.64701288226615,-0.720214804538677,10.6578133019138,46.1179060463663,90.3007139126745
"a",4.64701288226615,-0.720214804538677,10.6578133019138,70.4598726464316,99.2428856724373
"a",4.64701288226615,-0.720214804538677,10.6578133019138,72.0733047770444,103.882713927649
"a",4.64701288226615,-0.720214804538677,10.6578133019138,62.1272867962339,102.000697369342
"a",4.64701288226615,-0.720214804538677,10.6578133019138,41.2295785045779,95.6505383287
"a",4.64701288226615,-0.720214804538677,10.6578133019138,79.6552123523674,97.4542623981623
"a",4.64701288226615,-0.720214804538677,10.6578133019138,52.7991117841139,96.6633352364257
"a",4.64701288226615,-0.720214804538677,10.6578133019138,111.700870593633,106.057446751887
"a",4.64701288226615,-0.720214804538677,10.6578133019138,49.8058701705559,90.9505576719381
"a",4.64701288226615,-0.720214804538677,10.6578133019138,73.88708256655,100.622212104463
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,2.98092534881913,46.0463418533098
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,84.1291786346654,74.0166784704646
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,40.3380598501692,64.1129161880553
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,60.8734752848967,72.1345436801551
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,53.8331482798304,68.4496681716222
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,63.3092259179881,77.530736029607
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,66.3363900852057,69.4934694923322
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,23.2784119623339,57.4583326824031
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,82.2392771071243,78.9906790759273
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,53.5121439984035,72.5401490964751
"c",1.45145439442782,1.33643936766811,7.85186874597666,105.148145372968,89.2993744002454
"c",1.45145439442782,1.33643936766811,7.85186874597666,25.3248884666334,66.6685706201938
"c",1.45145439442782,1.33643936766811,7.85186874597666,38.760884200188,70.365213659241
"c",1.45145439442782,1.33643936766811,7.85186874597666,58.4259583494921,85.4702920847804
"c",1.45145439442782,1.33643936766811,7.85186874597666,1.56813902286834,62.5079549970743
"c",1.45145439442782,1.33643936766811,7.85186874597666,27.4173784040091,62.1262546156724
"c",1.45145439442782,1.33643936766811,7.85186874597666,46.1923931830193,82.2225455408363
"c",1.45145439442782,1.33643936766811,7.85186874597666,48.7171896053124,68.9361245373763
"c",1.45145439442782,1.33643936766811,7.85186874597666,80.5101906481674,81.312031420791
"c",1.45145439442782,1.33643936766811,7.85186874597666,56.1871696922185,80.7449746529064
"d",2.25162153620671,2.17590619984656,7.8663208246383,40.5977922816474,81.8705261957775
"d",2.25162153620671,2.17590619984656,7.8663208246383,36.977250908735,86.5034491742932
"d",2.25162153620671,2.17590619984656,7.8663208246383,81.5802351193291,101.718942020904
"d",2.25162153620671,2.17590619984656,7.8663208246383,30.3123074030966,79.1704162594552
"d",2.25162153620671,2.17590619984656,7.8663208246383,83.9273230478927,109.499911583531
